Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,answer_check2,,D,26,0,0.00160697801038623,10,9.99975008389447,Patient,1,flipped,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_flipped_26.jpg,Patient_flipped_26.jpg,N,Y
,answer_check2,,D,NA,10,10.0024961140007,6,6.00169781898148,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
2,answer_check2,,D,5,16,16.0049037289573,4,3.99581648898311,Agent,0,orig,Kyle Square is bouncing Zach Star.,Kyle,Square,Zach,Star,Base_orig_5.jpg,Agent_orig_5.jpg,,
3,answer_check2,,D,19,20,20.0011733269785,4,4.00016904098447,Patient,1,flipped,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_19.jpg,Patient_flipped_19.jpg,,
,answer_check2,,D,NA,24,,2,,Fixation,NA,,,,,,,,,,
4,answer_check2,,D,4,26,,4,,Agent,0,orig,,,,,,Base_orig_4.jpg,Agent_orig_4.jpg,,
,answer_check2,,D,NA,30,,4,,Fixation,NA,,,,,,,,,,
5,answer_check2,,D,10,34,,4,,Agent,0,orig,,,,,,Base_orig_10.jpg,Agent_orig_10.jpg,,
,answer_check2,,D,NA,38,,2,,Fixation,NA,,,,,,,,,,
6,answer_check2,,D,19,40,,4,,Agent,0,orig,,,,,,Base_orig_19.jpg,Agent_orig_19.jpg,,
,answer_check2,,D,NA,44,,2,,Fixation,NA,,,,,,,,,,
7,answer_check2,,D,23,46,,4,,Patient,0,orig,,,,,,Base_orig_23.jpg,Patient_orig_23.jpg,,
,answer_check2,,D,NA,50,,4,,Fixation,NA,,,,,,,,,,
8,answer_check2,,D,19,54,,4,,Patient,0,orig,,,,,,Base_orig_19.jpg,Patient_orig_19.jpg,,
9,answer_check2,,D,8,58,,4,,Agent,0,orig,,,,,,Base_orig_8.jpg,Agent_orig_8.jpg,,
10,answer_check2,,D,41,62,,4,,Patient,1,flipped,,,,,,Base_flipped_41.jpg,Patient_flipped_41.jpg,,
11,answer_check2,,D,4,66,,4,,Agent,1,flipped,,,,,,Base_flipped_4.jpg,Agent_flipped_4.jpg,,
,answer_check2,,D,NA,70,,12,,Fixation,NA,,,,,,,,,,
12,answer_check2,,D,40,82,,4,,Patient,0,orig,,,,,,Base_orig_40.jpg,Patient_orig_40.jpg,,
13,answer_check2,,D,4,86,,4,,Patient,0,orig,,,,,,Base_orig_4.jpg,Patient_orig_4.jpg,,
,answer_check2,,D,NA,90,,4,,Fixation,NA,,,,,,,,,,
14,answer_check2,,D,10,94,,4,,Agent,1,flipped,,,,,,Base_flipped_10.jpg,Agent_flipped_10.jpg,,
15,answer_check2,,D,22,98,,4,,Agent,1,flipped,,,,,,Base_flipped_22.jpg,Agent_flipped_22.jpg,,
16,answer_check2,,D,23,102,,4,,Agent,1,flipped,,,,,,Base_flipped_23.jpg,Agent_flipped_23.jpg,,
,answer_check2,,D,NA,106,,8,,Fixation,NA,,,,,,,,,,
17,answer_check2,,D,25,114,,4,,Patient,0,orig,,,,,,Base_orig_25.jpg,Patient_orig_25.jpg,,
,answer_check2,,D,NA,118,,4,,Fixation,NA,,,,,,,,,,
18,answer_check2,,D,34,122,,4,,Agent,1,flipped,,,,,,Base_flipped_34.jpg,Agent_flipped_34.jpg,,
,answer_check2,,D,NA,126,,2,,Fixation,NA,,,,,,,,,,
19,answer_check2,,D,10,128,,4,,Patient,1,flipped,,,,,,Base_flipped_10.jpg,Patient_flipped_10.jpg,,
20,answer_check2,,D,10,132,,4,,Patient,0,orig,,,,,,Base_orig_10.jpg,Patient_orig_10.jpg,,
21,answer_check2,,D,20,136,,4,,Patient,1,flipped,,,,,,Base_flipped_20.jpg,Patient_flipped_20.jpg,,
,answer_check2,,D,NA,140,,2,,Fixation,NA,,,,,,,,,,
22,answer_check2,,D,22,142,,4,,Patient,0,orig,,,,,,Base_orig_22.jpg,Patient_orig_22.jpg,,
,answer_check2,,D,NA,146,,2,,Fixation,NA,,,,,,,,,,
23,answer_check2,,D,8,148,,4,,Patient,1,flipped,,,,,,Base_flipped_8.jpg,Patient_flipped_8.jpg,,
,answer_check2,,D,NA,152,,8,,Fixation,NA,,,,,,,,,,
24,answer_check2,,D,41,160,,4,,Patient,0,orig,,,,,,Base_orig_41.jpg,Patient_orig_41.jpg,,
25,answer_check2,,D,34,164,,4,,Patient,0,orig,,,,,,Base_orig_34.jpg,Patient_orig_34.jpg,,
26,answer_check2,,D,7,168,,4,,Patient,1,flipped,,,,,,Base_flipped_7.jpg,Patient_flipped_7.jpg,,
27,answer_check2,,D,35,172,,4,,Agent,1,flipped,,,,,,Base_flipped_35.jpg,Agent_flipped_35.jpg,,
28,answer_check2,,D,38,176,,4,,Agent,0,orig,,,,,,Base_orig_38.jpg,Agent_orig_38.jpg,,
,answer_check2,,D,NA,180,,6,,Fixation,NA,,,,,,,,,,
29,answer_check2,,D,23,186,,4,,Agent,0,orig,,,,,,Base_orig_23.jpg,Agent_orig_23.jpg,,
30,answer_check2,,D,40,190,,4,,Patient,1,flipped,,,,,,Base_flipped_40.jpg,Patient_flipped_40.jpg,,
,answer_check2,,D,NA,194,,4,,Fixation,NA,,,,,,,,,,
31,answer_check2,,D,7,198,,4,,Agent,0,orig,,,,,,Base_orig_7.jpg,Agent_orig_7.jpg,,
,answer_check2,,D,NA,202,,2,,Fixation,NA,,,,,,,,,,
32,answer_check2,,D,5,204,,4,,Agent,1,flipped,,,,,,Base_flipped_5.jpg,Agent_flipped_5.jpg,,
33,answer_check2,,D,22,208,,4,,Agent,0,orig,,,,,,Base_orig_22.jpg,Agent_orig_22.jpg,,
,answer_check2,,D,NA,212,,6,,Fixation,NA,,,,,,,,,,
34,answer_check2,,D,25,218,,4,,Patient,1,flipped,,,,,,Base_flipped_25.jpg,Patient_flipped_25.jpg,,
,answer_check2,,D,NA,222,,6,,Fixation,NA,,,,,,,,,,
35,answer_check2,,D,20,228,,10,,Patient,0,orig,,,,,,Base_orig_20.jpg,Patient_orig_20.jpg,,
36,answer_check2,,D,8,238,,4,,Patient,0,orig,,,,,,Base_orig_8.jpg,Patient_orig_8.jpg,,
37,answer_check2,,D,5,242,,4,,Patient,1,flipped,,,,,,Base_flipped_5.jpg,Patient_flipped_5.jpg,,
38,answer_check2,,D,7,246,,4,,Agent,1,flipped,,,,,,Base_flipped_7.jpg,Agent_flipped_7.jpg,,
,answer_check2,,D,NA,250,,4,,Fixation,NA,,,,,,,,,,
39,answer_check2,,D,19,254,,4,,Agent,1,flipped,,,,,,Base_flipped_19.jpg,Agent_flipped_19.jpg,,
,answer_check2,,D,NA,258,,2,,Fixation,NA,,,,,,,,,,
40,answer_check2,,D,11,260,,4,,Patient,1,flipped,,,,,,Base_flipped_11.jpg,Patient_flipped_11.jpg,,
41,answer_check2,,D,22,264,,4,,Patient,1,flipped,,,,,,Base_flipped_22.jpg,Patient_flipped_22.jpg,,
,answer_check2,,D,NA,268,,2,,Fixation,NA,,,,,,,,,,
42,answer_check2,,D,38,270,,4,,Patient,0,orig,,,,,,Base_orig_38.jpg,Patient_orig_38.jpg,,
,answer_check2,,D,NA,274,,2,,Fixation,NA,,,,,,,,,,
43,answer_check2,,D,41,276,,4,,Agent,1,flipped,,,,,,Base_flipped_41.jpg,Agent_flipped_41.jpg,,
44,answer_check2,,D,34,280,,10,,Agent,0,orig,,,,,,Base_orig_34.jpg,Agent_orig_34.jpg,,
,answer_check2,,D,NA,290,,2,,Fixation,NA,,,,,,,,,,
45,answer_check2,,D,5,292,,4,,Patient,0,orig,,,,,,Base_orig_5.jpg,Patient_orig_5.jpg,,
46,answer_check2,,D,20,296,,4,,Agent,1,flipped,,,,,,Base_flipped_20.jpg,Agent_flipped_20.jpg,,
47,answer_check2,,D,35,300,,4,,Patient,1,flipped,,,,,,Base_flipped_35.jpg,Patient_flipped_35.jpg,,
48,answer_check2,,D,35,304,,4,,Patient,0,orig,,,,,,Base_orig_35.jpg,Patient_orig_35.jpg,,
49,answer_check2,,D,38,308,,4,,Agent,1,flipped,,,,,,Base_flipped_38.jpg,Agent_flipped_38.jpg,,
,answer_check2,,D,NA,312,,6,,Fixation,NA,,,,,,,,,,
50,answer_check2,,D,40,318,,10,,Agent,0,orig,,,,,,Base_orig_40.jpg,Agent_orig_40.jpg,,
,answer_check2,,D,NA,328,,2,,Fixation,NA,,,,,,,,,,
51,answer_check2,,D,26,330,,4,,Agent,0,orig,,,,,,Base_orig_26.jpg,Agent_orig_26.jpg,,
,answer_check2,,D,NA,334,,2,,Fixation,NA,,,,,,,,,,
52,answer_check2,,D,37,336,,4,,Patient,1,flipped,,,,,,Base_flipped_37.jpg,Patient_flipped_37.jpg,,
53,answer_check2,,D,20,340,,4,,Agent,0,orig,,,,,,Base_orig_20.jpg,Agent_orig_20.jpg,,
,answer_check2,,D,NA,344,,4,,Fixation,NA,,,,,,,,,,
54,answer_check2,,D,37,348,,4,,Agent,1,flipped,,,,,,Base_flipped_37.jpg,Agent_flipped_37.jpg,,
55,answer_check2,,D,26,352,,4,,Agent,1,flipped,,,,,,Base_flipped_26.jpg,Agent_flipped_26.jpg,,
,answer_check2,,D,NA,356,,2,,Fixation,NA,,,,,,,,,,
56,answer_check2,,D,37,358,,4,,Agent,0,orig,,,,,,Base_orig_37.jpg,Agent_orig_37.jpg,,
57,answer_check2,,D,11,362,,4,,Agent,1,flipped,,,,,,Base_flipped_11.jpg,Agent_flipped_11.jpg,,
,answer_check2,,D,NA,366,,4,,Fixation,NA,,,,,,,,,,
58,answer_check2,,D,11,370,,4,,Agent,0,orig,,,,,,Base_orig_11.jpg,Agent_orig_11.jpg,,
,answer_check2,,D,NA,374,,6,,Fixation,NA,,,,,,,,,,
59,answer_check2,,D,41,380,,4,,Agent,0,orig,,,,,,Base_orig_41.jpg,Agent_orig_41.jpg,,
60,answer_check2,,D,11,384,,4,,Patient,0,orig,,,,,,Base_orig_11.jpg,Patient_orig_11.jpg,,
,answer_check2,,D,NA,388,,6,,Fixation,NA,,,,,,,,,,
61,answer_check2,,D,37,394,,4,,Patient,0,orig,,,,,,Base_orig_37.jpg,Patient_orig_37.jpg,,
,answer_check2,,D,NA,398,,4,,Fixation,NA,,,,,,,,,,
62,answer_check2,,D,25,402,,4,,Agent,0,orig,,,,,,Base_orig_25.jpg,Agent_orig_25.jpg,,
63,answer_check2,,D,4,406,,4,,Patient,1,flipped,,,,,,Base_flipped_4.jpg,Patient_flipped_4.jpg,,
64,answer_check2,,D,38,410,,4,,Patient,1,flipped,,,,,,Base_flipped_38.jpg,Patient_flipped_38.jpg,,
65,answer_check2,,D,8,414,,10,,Agent,1,flipped,,,,,,Base_flipped_8.jpg,Agent_flipped_8.jpg,,
66,answer_check2,,D,7,424,,4,,Patient,0,orig,,,,,,Base_orig_7.jpg,Patient_orig_7.jpg,,
