Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,fakefakefkae,,A,25,0,0.00120457699813414,4,4.00095461300225,Patient,1,passive,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_25.jpg,Patient_passive_25.jpg,,
2,fakefakefkae,,A,25,4,4.00375856499886,4,3.99720360001083,Agent,1,passive,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_25.jpg,Agent_passive_25.jpg,,
,fakefakefkae,,A,NA,8,8.00182925201079,6,6.00262348300021,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,fakefakefkae,,A,40,14,14.0053150080057,4,3.99597205099417,Agent,1,passive,Kyle Square is being shaken by Zach Star.,Zach,Star,Kyle,Square,Base_passive_40.jpg,Agent_passive_40.jpg,,
4,fakefakefkae,,A,40,18,18.0017533659993,4,3.99935589400411,Agent,0,active,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_active_40.jpg,Agent_active_40.jpg,,
,fakefakefkae,,A,NA,22,22.0019176869973,4,4.00036801600072,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
5,fakefakefkae,,A,7,26,26.0029139359976,4,3.9978888350015,Agent,0,active,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_active_7.jpg,Agent_active_7.jpg,,
,fakefakefkae,,A,NA,30,30.0014299370087,2,2.00072283599002,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
6,fakefakefkae,,A,8,32,32.0026692039974,4,3.99871363201237,Patient,0,active,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_active_8.jpg,Patient_active_8.jpg,,
7,fakefakefkae,,A,35,36,36.0018945159973,4,3.99910941701091,Agent,1,passive,Lily Triangle is being bounced by Zach Star.,Zach,Star,Lily,Triangle,Base_passive_35.jpg,Agent_passive_35.jpg,,
,fakefakefkae,,A,NA,40,40.0015510550002,2,2.00100511900382,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,fakefakefkae,,A,8,42,42.0030785010022,4,3.99820840300526,Agent,1,passive,Zach Star is being rolled by Kyle Square.,Kyle,Square,Zach,Star,Base_passive_8.jpg,Agent_passive_8.jpg,,
9,fakefakefkae,,A,19,46,46.0017901780084,4,3.99877299099171,Agent,1,passive,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_passive_19.jpg,Agent_passive_19.jpg,,
,fakefakefkae,,A,NA,50,50.0010765610059,6,6.00112946299487,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
10,fakefakefkae,,A,41,56,,10,,Patient,0,active,,,,,,Base_active_41.jpg,Patient_active_41.jpg,,
11,fakefakefkae,,A,4,66,,4,,Patient,1,passive,,,,,,Base_passive_4.jpg,Patient_passive_4.jpg,,
,fakefakefkae,,A,NA,70,,4,,Fixation,NA,,,,,,,,,,
12,fakefakefkae,,A,19,74,,4,,Agent,0,active,,,,,,Base_active_19.jpg,Agent_active_19.jpg,,
,fakefakefkae,,A,NA,78,,4,,Fixation,NA,,,,,,,,,,
13,fakefakefkae,,A,8,82,,4,,Patient,1,passive,,,,,,Base_passive_8.jpg,Patient_passive_8.jpg,,
