SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
debug,1,E,35,0,0.6,Agent,0,Zach Star is bouncing Lily Triangle.,Zach,Star,Lily,Triangle
debug,1,E,N/A,0.630000000004657,0.4,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,E,18,1.03000000002794,0.6,Agent,0,Lily Triangle is stopping Melissa Oval.,Lily,Triangle,Melissa,Oval
debug,1,E,35,1.6600000000326,0.6,Patient,0,Zach Star is bouncing Lily Triangle.,Zach,Star,Lily,Triangle
debug,1,E,N/A,2.29000000003725,0.4,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,E,17,2.69000000006054,0.6,Agent,0,Lily Triangle is stopping Zach Star.,Lily,Triangle,Zach,Star
debug,1,E,N/A,3.32000000006519,0.6,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,E,22,3.92000000004191,0.6,Agent,1,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square
debug,1,E,43,4.55000000004657,0.6,Agent,0,Zach Star is balancing Kyle Square.,Zach,Star,Kyle,Square
debug,1,E,N/A,5.18000000005122,0.4,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,E,18,5.58000000007451,0.6,Patient,0,Lily Triangle is stopping Melissa Oval.,Lily,Triangle,Melissa,Oval
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,4,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,29,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,17,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,22,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,43,,,Patient,0,,,,,
debug,1,E,14,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,4,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,13,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,29,,,Patient,1,,,,,
debug,1,E,14,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,50,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,12,,,Agent,1,,,,,
debug,1,E,13,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,47,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,30,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,60,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,50,,,Patient,1,,,,,
debug,1,E,12,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,1,,,Agent,0,,,,,
debug,1,E,6,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,47,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,8,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,30,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,60,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,39,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,1,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,49,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,6,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,3,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,8,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,39,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,31,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,5,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,49,,,Patient,1,,,,,
debug,1,E,3,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,31,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,40,,,Agent,0,,,,,
debug,1,E,19,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,34,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,5,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,42,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,45,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,40,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,19,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,34,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,10,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,42,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,59,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,45,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,10,,,Patient,0,,,,,
debug,1,E,59,,,Patient,1,,,,,
debug,1,E,7,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,48,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,44,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,7,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,48,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,32,,,Agent,1,,,,,
debug,1,E,44,,,Patient,1,,,,,
debug,1,E,32,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,51,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,51,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,41,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,58,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,41,,,Agent,1,,,,,
debug,1,E,58,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,16,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,25,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,28,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,36,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,16,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,53,,,Agent,0,,,,,
debug,1,E,25,,,Patient,0,,,,,
debug,1,E,28,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,36,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,53,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,21,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,52,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,21,,,Agent,0,,,,,
debug,1,E,46,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,52,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,57,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,26,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,9,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,46,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,27,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,57,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,26,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,9,,,Agent,1,,,,,
debug,1,E,15,,,Patient,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,27,,,Agent,1,,,,,
debug,1,E,54,,,Patient,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,15,,,Agent,0,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
debug,1,E,11,,,Patient,0,,,,,
debug,1,E,54,,,Agent,1,,,,,
debug,1,E,N/A,,,NULL ,N/A,,,,,
