Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,welcome_screen_check,,D,26,0,,10,,Patient,1,flipped,,,,,,Base_flipped_26.jpg,Patient_flipped_26.jpg,,
,welcome_screen_check,,D,NA,10,,6,,Fixation,NA,,,,,,,,,,
2,welcome_screen_check,,D,5,16,,4,,Agent,0,orig,,,,,,Base_orig_5.jpg,Agent_orig_5.jpg,,
3,welcome_screen_check,,D,19,20,,4,,Patient,1,flipped,,,,,,Base_flipped_19.jpg,Patient_flipped_19.jpg,,
,welcome_screen_check,,D,NA,24,,2,,Fixation,NA,,,,,,,,,,
4,welcome_screen_check,,D,4,26,,4,,Agent,0,orig,,,,,,Base_orig_4.jpg,Agent_orig_4.jpg,,
,welcome_screen_check,,D,NA,30,,4,,Fixation,NA,,,,,,,,,,
5,welcome_screen_check,,D,10,34,,4,,Agent,0,orig,,,,,,Base_orig_10.jpg,Agent_orig_10.jpg,,
,welcome_screen_check,,D,NA,38,,2,,Fixation,NA,,,,,,,,,,
6,welcome_screen_check,,D,19,40,,4,,Agent,0,orig,,,,,,Base_orig_19.jpg,Agent_orig_19.jpg,,
,welcome_screen_check,,D,NA,44,,2,,Fixation,NA,,,,,,,,,,
7,welcome_screen_check,,D,23,46,,4,,Patient,0,orig,,,,,,Base_orig_23.jpg,Patient_orig_23.jpg,,
,welcome_screen_check,,D,NA,50,,4,,Fixation,NA,,,,,,,,,,
8,welcome_screen_check,,D,19,54,,4,,Patient,0,orig,,,,,,Base_orig_19.jpg,Patient_orig_19.jpg,,
9,welcome_screen_check,,D,8,58,,4,,Agent,0,orig,,,,,,Base_orig_8.jpg,Agent_orig_8.jpg,,
10,welcome_screen_check,,D,41,62,,4,,Patient,1,flipped,,,,,,Base_flipped_41.jpg,Patient_flipped_41.jpg,,
11,welcome_screen_check,,D,4,66,,4,,Agent,1,flipped,,,,,,Base_flipped_4.jpg,Agent_flipped_4.jpg,,
,welcome_screen_check,,D,NA,70,,12,,Fixation,NA,,,,,,,,,,
12,welcome_screen_check,,D,40,82,,4,,Patient,0,orig,,,,,,Base_orig_40.jpg,Patient_orig_40.jpg,,
13,welcome_screen_check,,D,4,86,,4,,Patient,0,orig,,,,,,Base_orig_4.jpg,Patient_orig_4.jpg,,
,welcome_screen_check,,D,NA,90,,4,,Fixation,NA,,,,,,,,,,
14,welcome_screen_check,,D,10,94,,4,,Agent,1,flipped,,,,,,Base_flipped_10.jpg,Agent_flipped_10.jpg,,
15,welcome_screen_check,,D,22,98,,4,,Agent,1,flipped,,,,,,Base_flipped_22.jpg,Agent_flipped_22.jpg,,
16,welcome_screen_check,,D,23,102,,4,,Agent,1,flipped,,,,,,Base_flipped_23.jpg,Agent_flipped_23.jpg,,
,welcome_screen_check,,D,NA,106,,8,,Fixation,NA,,,,,,,,,,
17,welcome_screen_check,,D,25,114,,4,,Patient,0,orig,,,,,,Base_orig_25.jpg,Patient_orig_25.jpg,,
,welcome_screen_check,,D,NA,118,,4,,Fixation,NA,,,,,,,,,,
18,welcome_screen_check,,D,34,122,,4,,Agent,1,flipped,,,,,,Base_flipped_34.jpg,Agent_flipped_34.jpg,,
,welcome_screen_check,,D,NA,126,,2,,Fixation,NA,,,,,,,,,,
19,welcome_screen_check,,D,10,128,,4,,Patient,1,flipped,,,,,,Base_flipped_10.jpg,Patient_flipped_10.jpg,,
20,welcome_screen_check,,D,10,132,,4,,Patient,0,orig,,,,,,Base_orig_10.jpg,Patient_orig_10.jpg,,
