Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,hmm,,D,26,0,,10,,Patient,1,passive,,,,,,Base_passive_26.jpg,Patient_passive_26.jpg,,
,hmm,,D,NA,10,,6,,Fixation,NA,,,,,,,,,,
2,hmm,,D,5,16,,4,,Agent,0,active,,,,,,Base_active_5.jpg,Agent_active_5.jpg,,
3,hmm,,D,19,20,,4,,Patient,1,passive,,,,,,Base_passive_19.jpg,Patient_passive_19.jpg,,
,hmm,,D,NA,24,,2,,Fixation,NA,,,,,,,,,,
4,hmm,,D,4,26,,4,,Agent,0,active,,,,,,Base_active_4.jpg,Agent_active_4.jpg,,
,hmm,,D,NA,30,,4,,Fixation,NA,,,,,,,,,,
5,hmm,,D,10,34,,4,,Agent,0,active,,,,,,Base_active_10.jpg,Agent_active_10.jpg,,
,hmm,,D,NA,38,,2,,Fixation,NA,,,,,,,,,,
6,hmm,,D,19,40,,4,,Agent,0,active,,,,,,Base_active_19.jpg,Agent_active_19.jpg,,
,hmm,,D,NA,44,,2,,Fixation,NA,,,,,,,,,,
7,hmm,,D,23,46,,4,,Patient,0,active,,,,,,Base_active_23.jpg,Patient_active_23.jpg,,
,hmm,,D,NA,50,,4,,Fixation,NA,,,,,,,,,,
8,hmm,,D,19,54,,4,,Patient,0,active,,,,,,Base_active_19.jpg,Patient_active_19.jpg,,
9,hmm,,D,8,58,,4,,Agent,0,active,,,,,,Base_active_8.jpg,Agent_active_8.jpg,,
10,hmm,,D,41,62,,4,,Patient,1,passive,,,,,,Base_passive_41.jpg,Patient_passive_41.jpg,,
11,hmm,,D,4,66,,4,,Agent,1,passive,,,,,,Base_passive_4.jpg,Agent_passive_4.jpg,,
,hmm,,D,NA,70,,12,,Fixation,NA,,,,,,,,,,
12,hmm,,D,40,82,,4,,Patient,0,active,,,,,,Base_active_40.jpg,Patient_active_40.jpg,,
13,hmm,,D,4,86,,4,,Patient,0,active,,,,,,Base_active_4.jpg,Patient_active_4.jpg,,
,hmm,,D,NA,90,,4,,Fixation,NA,,,,,,,,,,
14,hmm,,D,10,94,,4,,Agent,1,passive,,,,,,Base_passive_10.jpg,Agent_passive_10.jpg,,
15,hmm,,D,22,98,,4,,Agent,1,passive,,,,,,Base_passive_22.jpg,Agent_passive_22.jpg,,
16,hmm,,D,23,102,,4,,Agent,1,passive,,,,,,Base_passive_23.jpg,Agent_passive_23.jpg,,
,hmm,,D,NA,106,,8,,Fixation,NA,,,,,,,,,,
17,hmm,,D,25,114,,4,,Patient,0,active,,,,,,Base_active_25.jpg,Patient_active_25.jpg,,
,hmm,,D,NA,118,,4,,Fixation,NA,,,,,,,,,,
18,hmm,,D,34,122,,4,,Agent,1,passive,,,,,,Base_passive_34.jpg,Agent_passive_34.jpg,,
,hmm,,D,NA,126,,2,,Fixation,NA,,,,,,,,,,
19,hmm,,D,10,128,,4,,Patient,1,passive,,,,,,Base_passive_10.jpg,Patient_passive_10.jpg,,
20,hmm,,D,10,132,,4,,Patient,0,active,,,,,,Base_active_10.jpg,Patient_active_10.jpg,,
21,hmm,,D,20,136,,4,,Patient,1,passive,,,,,,Base_passive_20.jpg,Patient_passive_20.jpg,,
,hmm,,D,NA,140,,2,,Fixation,NA,,,,,,,,,,
22,hmm,,D,22,142,,4,,Patient,0,active,,,,,,Base_active_22.jpg,Patient_active_22.jpg,,
,hmm,,D,NA,146,,2,,Fixation,NA,,,,,,,,,,
23,hmm,,D,8,148,,4,,Patient,1,passive,,,,,,Base_passive_8.jpg,Patient_passive_8.jpg,,
,hmm,,D,NA,152,,8,,Fixation,NA,,,,,,,,,,
24,hmm,,D,41,160,,4,,Patient,0,active,,,,,,Base_active_41.jpg,Patient_active_41.jpg,,
25,hmm,,D,34,164,,4,,Patient,0,active,,,,,,Base_active_34.jpg,Patient_active_34.jpg,,
26,hmm,,D,7,168,,4,,Patient,1,passive,,,,,,Base_passive_7.jpg,Patient_passive_7.jpg,,
27,hmm,,D,35,172,,4,,Agent,1,passive,,,,,,Base_passive_35.jpg,Agent_passive_35.jpg,,
28,hmm,,D,38,176,,4,,Agent,0,active,,,,,,Base_active_38.jpg,Agent_active_38.jpg,,
,hmm,,D,NA,180,,6,,Fixation,NA,,,,,,,,,,
29,hmm,,D,23,186,,4,,Agent,0,active,,,,,,Base_active_23.jpg,Agent_active_23.jpg,,
30,hmm,,D,40,190,,4,,Patient,1,passive,,,,,,Base_passive_40.jpg,Patient_passive_40.jpg,,
,hmm,,D,NA,194,,4,,Fixation,NA,,,,,,,,,,
31,hmm,,D,7,198,,4,,Agent,0,active,,,,,,Base_active_7.jpg,Agent_active_7.jpg,,
,hmm,,D,NA,202,,2,,Fixation,NA,,,,,,,,,,
32,hmm,,D,5,204,,4,,Agent,1,passive,,,,,,Base_passive_5.jpg,Agent_passive_5.jpg,,
33,hmm,,D,22,208,,4,,Agent,0,active,,,,,,Base_active_22.jpg,Agent_active_22.jpg,,
,hmm,,D,NA,212,,6,,Fixation,NA,,,,,,,,,,
34,hmm,,D,25,218,,4,,Patient,1,passive,,,,,,Base_passive_25.jpg,Patient_passive_25.jpg,,
,hmm,,D,NA,222,,6,,Fixation,NA,,,,,,,,,,
35,hmm,,D,20,228,,10,,Patient,0,active,,,,,,Base_active_20.jpg,Patient_active_20.jpg,,
36,hmm,,D,8,238,,4,,Patient,0,active,,,,,,Base_active_8.jpg,Patient_active_8.jpg,,
37,hmm,,D,5,242,,4,,Patient,1,passive,,,,,,Base_passive_5.jpg,Patient_passive_5.jpg,,
38,hmm,,D,7,246,,4,,Agent,1,passive,,,,,,Base_passive_7.jpg,Agent_passive_7.jpg,,
,hmm,,D,NA,250,,4,,Fixation,NA,,,,,,,,,,
39,hmm,,D,19,254,,4,,Agent,1,passive,,,,,,Base_passive_19.jpg,Agent_passive_19.jpg,,
,hmm,,D,NA,258,,2,,Fixation,NA,,,,,,,,,,
40,hmm,,D,11,260,,4,,Patient,1,passive,,,,,,Base_passive_11.jpg,Patient_passive_11.jpg,,
41,hmm,,D,22,264,,4,,Patient,1,passive,,,,,,Base_passive_22.jpg,Patient_passive_22.jpg,,
,hmm,,D,NA,268,,2,,Fixation,NA,,,,,,,,,,
42,hmm,,D,38,270,,4,,Patient,0,active,,,,,,Base_active_38.jpg,Patient_active_38.jpg,,
,hmm,,D,NA,274,,2,,Fixation,NA,,,,,,,,,,
43,hmm,,D,41,276,,4,,Agent,1,passive,,,,,,Base_passive_41.jpg,Agent_passive_41.jpg,,
44,hmm,,D,34,280,,10,,Agent,0,active,,,,,,Base_active_34.jpg,Agent_active_34.jpg,,
,hmm,,D,NA,290,,2,,Fixation,NA,,,,,,,,,,
45,hmm,,D,5,292,,4,,Patient,0,active,,,,,,Base_active_5.jpg,Patient_active_5.jpg,,
46,hmm,,D,20,296,,4,,Agent,1,passive,,,,,,Base_passive_20.jpg,Agent_passive_20.jpg,,
47,hmm,,D,35,300,,4,,Patient,1,passive,,,,,,Base_passive_35.jpg,Patient_passive_35.jpg,,
48,hmm,,D,35,304,,4,,Patient,0,active,,,,,,Base_active_35.jpg,Patient_active_35.jpg,,
49,hmm,,D,38,308,,4,,Agent,1,passive,,,,,,Base_passive_38.jpg,Agent_passive_38.jpg,,
,hmm,,D,NA,312,,6,,Fixation,NA,,,,,,,,,,
50,hmm,,D,40,318,,10,,Agent,0,active,,,,,,Base_active_40.jpg,Agent_active_40.jpg,,
,hmm,,D,NA,328,,2,,Fixation,NA,,,,,,,,,,
51,hmm,,D,26,330,,4,,Agent,0,active,,,,,,Base_active_26.jpg,Agent_active_26.jpg,,
,hmm,,D,NA,334,,2,,Fixation,NA,,,,,,,,,,
52,hmm,,D,37,336,,4,,Patient,1,passive,,,,,,Base_passive_37.jpg,Patient_passive_37.jpg,,
53,hmm,,D,20,340,,4,,Agent,0,active,,,,,,Base_active_20.jpg,Agent_active_20.jpg,,
,hmm,,D,NA,344,,4,,Fixation,NA,,,,,,,,,,
54,hmm,,D,37,348,,4,,Agent,1,passive,,,,,,Base_passive_37.jpg,Agent_passive_37.jpg,,
55,hmm,,D,26,352,,4,,Agent,1,passive,,,,,,Base_passive_26.jpg,Agent_passive_26.jpg,,
,hmm,,D,NA,356,,2,,Fixation,NA,,,,,,,,,,
56,hmm,,D,37,358,,4,,Agent,0,active,,,,,,Base_active_37.jpg,Agent_active_37.jpg,,
57,hmm,,D,11,362,,4,,Agent,1,passive,,,,,,Base_passive_11.jpg,Agent_passive_11.jpg,,
,hmm,,D,NA,366,,4,,Fixation,NA,,,,,,,,,,
58,hmm,,D,11,370,,4,,Agent,0,active,,,,,,Base_active_11.jpg,Agent_active_11.jpg,,
,hmm,,D,NA,374,,6,,Fixation,NA,,,,,,,,,,
59,hmm,,D,41,380,,4,,Agent,0,active,,,,,,Base_active_41.jpg,Agent_active_41.jpg,,
60,hmm,,D,11,384,,4,,Patient,0,active,,,,,,Base_active_11.jpg,Patient_active_11.jpg,,
,hmm,,D,NA,388,,6,,Fixation,NA,,,,,,,,,,
61,hmm,,D,37,394,,4,,Patient,0,active,,,,,,Base_active_37.jpg,Patient_active_37.jpg,,
,hmm,,D,NA,398,,4,,Fixation,NA,,,,,,,,,,
62,hmm,,D,25,402,,4,,Agent,0,active,,,,,,Base_active_25.jpg,Agent_active_25.jpg,,
63,hmm,,D,4,406,,4,,Patient,1,passive,,,,,,Base_passive_4.jpg,Patient_passive_4.jpg,,
64,hmm,,D,38,410,,4,,Patient,1,passive,,,,,,Base_passive_38.jpg,Patient_passive_38.jpg,,
65,hmm,,D,8,414,,10,,Agent,1,passive,,,,,,Base_passive_8.jpg,Agent_passive_8.jpg,,
66,hmm,,D,7,424,,4,,Patient,0,active,,,,,,Base_active_7.jpg,Patient_active_7.jpg,,
67,hmm,,D,34,428,,10,,Patient,1,passive,,,,,,Base_passive_34.jpg,Patient_passive_34.jpg,,
,hmm,,D,NA,438,,4,,Fixation,NA,,,,,,,,,,
68,hmm,,D,40,442,,10,,Agent,1,passive,,,,,,Base_passive_40.jpg,Agent_passive_40.jpg,,
,hmm,,D,NA,452,,2,,Fixation,NA,,,,,,,,,,
69,hmm,,D,26,454,,10,,Patient,0,active,,,,,,Base_active_26.jpg,Patient_active_26.jpg,,
70,hmm,,D,25,464,,4,,Agent,1,passive,,,,,,Base_passive_25.jpg,Agent_passive_25.jpg,,
71,hmm,,D,23,468,,4,,Patient,1,passive,,,,,,Base_passive_23.jpg,Patient_passive_23.jpg,,
,hmm,,D,NA,472,,2,,Fixation,NA,,,,,,,,,,
72,hmm,,D,35,474,,4,,Agent,0,active,,,,,,Base_active_35.jpg,Agent_active_35.jpg,,
,hmm,,D,NA,478,,2,,Fixation,NA,,,,,,,,,,
