Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,fakefakefkafe,,B,41,0,0.00252606799767818,4,3.99864578898996,Patient,1,flipped,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle,Base_flipped_41.jpg,Patient_flipped_41.jpg,,
2,fakefakefkafe,,B,40,4,4.00279401199077,4,3.99858539999695,Patient,0,orig,Zach Star is shaking Kyle Square.,Zach,Star,Kyle,Square,Base_orig_40.jpg,Patient_orig_40.jpg,,
,fakefakefkafe,,B,NA,8,8.00233434099937,2,2.00337081699399,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
3,fakefakefkafe,,B,8,10,10.0066139329865,4,3.99437560701335,Agent,0,orig,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_orig_8.jpg,Agent_orig_8.jpg,,
4,fakefakefkafe,,B,38,14,14.0016933409934,4,3.9997829930071,Patient,1,flipped,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle,Base_flipped_38.jpg,Patient_flipped_38.jpg,,
5,fakefakefkafe,,B,7,18,18.0019540489884,4,3.99918510099815,Patient,0,orig,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_7.jpg,Patient_orig_7.jpg,,
6,fakefakefkafe,,B,34,22,22.0016134339967,4,3.99902619299246,Patient,0,orig,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square,Base_orig_34.jpg,Patient_orig_34.jpg,,
7,fakefakefkafe,,B,41,26,26.0011391289881,4,3.99980503300321,Agent,0,orig,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle,Base_orig_41.jpg,Agent_orig_41.jpg,,
,fakefakefkafe,,B,NA,30,30.0014661139867,2,2.00299277000886,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
8,fakefakefkafe,,B,5,32,32.0053887289978,4,3.9953064769943,Patient,1,flipped,Zach Star is being bounced by Kyle Square.,Kyle,Square,Zach,Star,Base_flipped_5.jpg,Patient_flipped_5.jpg,,
,fakefakefkafe,,B,NA,36,36.0012605909869,4,4.00093889600248,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
9,fakefakefkafe,,B,8,40,40.0027511099906,4,3.99823652699706,Patient,0,orig,Kyle Square is rolling Zach Star.,Kyle,Square,Zach,Star,Base_orig_8.jpg,Patient_orig_8.jpg,,
10,fakefakefkafe,,B,26,44,44.0015188449906,4,3.99993397700018,Patient,0,orig,Lily Triangle is shaking Zach Star.,Lily,Triangle,Zach,Star,Base_orig_26.jpg,Patient_orig_26.jpg,,
11,fakefakefkafe,,B,7,48,48.0020003779937,4,3.99908582899661,Agent,0,orig,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle,Base_orig_7.jpg,Agent_orig_7.jpg,,
12,fakefakefkafe,,B,4,52,,10,,Patient,0,orig,,,,,,Base_orig_4.jpg,Patient_orig_4.jpg,,
,fakefakefkafe,,B,NA,62,,2,,Fixation,NA,,,,,,,,,,
13,fakefakefkafe,,B,19,64,,4,,Agent,1,flipped,,,,,,Base_flipped_19.jpg,Agent_flipped_19.jpg,,
14,fakefakefkafe,,B,37,68,,4,,Agent,1,flipped,,,,,,Base_flipped_37.jpg,Agent_flipped_37.jpg,,
,fakefakefkafe,,B,NA,72,,4,,Fixation,NA,,,,,,,,,,
15,fakefakefkafe,,B,20,76,,4,,Agent,1,flipped,,,,,,Base_flipped_20.jpg,Agent_flipped_20.jpg,,
,fakefakefkafe,,B,NA,80,,2,,Fixation,NA,,,,,,,,,,
16,fakefakefkafe,,B,25,82,,4,,Patient,1,flipped,,,,,,Base_flipped_25.jpg,Patient_flipped_25.jpg,,
17,fakefakefkafe,,B,22,86,,4,,Patient,1,flipped,,,,,,Base_flipped_22.jpg,Patient_flipped_22.jpg,,
,fakefakefkafe,,B,NA,90,,6,,Fixation,NA,,,,,,,,,,
18,fakefakefkafe,,B,10,96,,4,,Agent,0,orig,,,,,,Base_orig_10.jpg,Agent_orig_10.jpg,,
,fakefakefkafe,,B,NA,100,,2,,Fixation,NA,,,,,,,,,,
19,fakefakefkafe,,B,11,102,,4,,Patient,0,orig,,,,,,Base_orig_11.jpg,Patient_orig_11.jpg,,
,fakefakefkafe,,B,NA,106,,2,,Fixation,NA,,,,,,,,,,
20,fakefakefkafe,,B,26,108,,4,,Patient,1,flipped,,,,,,Base_flipped_26.jpg,Patient_flipped_26.jpg,,
21,fakefakefkafe,,B,22,112,,10,,Agent,1,flipped,,,,,,Base_flipped_22.jpg,Agent_flipped_22.jpg,,
22,fakefakefkafe,,B,25,122,,4,,Agent,1,flipped,,,,,,Base_flipped_25.jpg,Agent_flipped_25.jpg,,
23,fakefakefkafe,,B,23,126,,4,,Agent,1,flipped,,,,,,Base_flipped_23.jpg,Agent_flipped_23.jpg,,
,fakefakefkafe,,B,NA,130,,4,,Fixation,NA,,,,,,,,,,
24,fakefakefkafe,,B,4,134,,4,,Patient,1,flipped,,,,,,Base_flipped_4.jpg,Patient_flipped_4.jpg,,
25,fakefakefkafe,,B,19,138,,4,,Agent,0,orig,,,,,,Base_orig_19.jpg,Agent_orig_19.jpg,,
,fakefakefkafe,,B,NA,142,,4,,Fixation,NA,,,,,,,,,,
26,fakefakefkafe,,B,5,146,,10,,Agent,0,orig,,,,,,Base_orig_5.jpg,Agent_orig_5.jpg,,
27,fakefakefkafe,,B,34,156,,4,,Agent,0,orig,,,,,,Base_orig_34.jpg,Agent_orig_34.jpg,,
,fakefakefkafe,,B,NA,160,,2,,Fixation,NA,,,,,,,,,,
28,fakefakefkafe,,B,40,162,,4,,Agent,0,orig,,,,,,Base_orig_40.jpg,Agent_orig_40.jpg,,
29,fakefakefkafe,,B,25,166,,4,,Patient,0,orig,,,,,,Base_orig_25.jpg,Patient_orig_25.jpg,,
,fakefakefkafe,,B,NA,170,,6,,Fixation,NA,,,,,,,,,,
30,fakefakefkafe,,B,22,176,,4,,Patient,0,orig,,,,,,Base_orig_22.jpg,Patient_orig_22.jpg,,
,fakefakefkafe,,B,NA,180,,2,,Fixation,NA,,,,,,,,,,
31,fakefakefkafe,,B,5,182,,4,,Agent,1,flipped,,,,,,Base_flipped_5.jpg,Agent_flipped_5.jpg,,
32,fakefakefkafe,,B,40,186,,4,,Agent,1,flipped,,,,,,Base_flipped_40.jpg,Agent_flipped_40.jpg,,
,fakefakefkafe,,B,NA,190,,10,,Fixation,NA,,,,,,,,,,
33,fakefakefkafe,,B,5,200,,4,,Patient,0,orig,,,,,,Base_orig_5.jpg,Patient_orig_5.jpg,,
,fakefakefkafe,,B,NA,204,,4,,Fixation,NA,,,,,,,,,,
34,fakefakefkafe,,B,11,208,,10,,Agent,0,orig,,,,,,Base_orig_11.jpg,Agent_orig_11.jpg,,
,fakefakefkafe,,B,NA,218,,4,,Fixation,NA,,,,,,,,,,
35,fakefakefkafe,,B,38,222,,10,,Agent,1,flipped,,,,,,Base_flipped_38.jpg,Agent_flipped_38.jpg,,
,fakefakefkafe,,B,NA,232,,2,,Fixation,NA,,,,,,,,,,
36,fakefakefkafe,,B,10,234,,4,,Patient,1,flipped,,,,,,Base_flipped_10.jpg,Patient_flipped_10.jpg,,
,fakefakefkafe,,B,NA,238,,10,,Fixation,NA,,,,,,,,,,
37,fakefakefkafe,,B,38,248,,4,,Patient,0,orig,,,,,,Base_orig_38.jpg,Patient_orig_38.jpg,,
38,fakefakefkafe,,B,22,252,,4,,Agent,0,orig,,,,,,Base_orig_22.jpg,Agent_orig_22.jpg,,
39,fakefakefkafe,,B,20,256,,4,,Patient,0,orig,,,,,,Base_orig_20.jpg,Patient_orig_20.jpg,,
,fakefakefkafe,,B,NA,260,,4,,Fixation,NA,,,,,,,,,,
40,fakefakefkafe,,B,41,264,,4,,Agent,1,flipped,,,,,,Base_flipped_41.jpg,Agent_flipped_41.jpg,,
41,fakefakefkafe,,B,37,268,,4,,Patient,0,orig,,,,,,Base_orig_37.jpg,Patient_orig_37.jpg,,
,fakefakefkafe,,B,NA,272,,6,,Fixation,NA,,,,,,,,,,
42,fakefakefkafe,,B,23,278,,10,,Patient,1,flipped,,,,,,Base_flipped_23.jpg,Patient_flipped_23.jpg,,
,fakefakefkafe,,B,NA,288,,2,,Fixation,NA,,,,,,,,,,
43,fakefakefkafe,,B,19,290,,4,,Patient,0,orig,,,,,,Base_orig_19.jpg,Patient_orig_19.jpg,,
44,fakefakefkafe,,B,38,294,,4,,Agent,0,orig,,,,,,Base_orig_38.jpg,Agent_orig_38.jpg,,
,fakefakefkafe,,B,NA,298,,10,,Fixation,NA,,,,,,,,,,
45,fakefakefkafe,,B,37,308,,10,,Patient,1,flipped,,,,,,Base_flipped_37.jpg,Patient_flipped_37.jpg,,
46,fakefakefkafe,,B,10,318,,4,,Patient,0,orig,,,,,,Base_orig_10.jpg,Patient_orig_10.jpg,,
47,fakefakefkafe,,B,4,322,,4,,Agent,0,orig,,,,,,Base_orig_4.jpg,Agent_orig_4.jpg,,
,fakefakefkafe,,B,NA,326,,2,,Fixation,NA,,,,,,,,,,
48,fakefakefkafe,,B,34,328,,4,,Agent,1,flipped,,,,,,Base_flipped_34.jpg,Agent_flipped_34.jpg,,
49,fakefakefkafe,,B,7,332,,4,,Patient,1,flipped,,,,,,Base_flipped_7.jpg,Patient_flipped_7.jpg,,
50,fakefakefkafe,,B,35,336,,4,,Patient,0,orig,,,,,,Base_orig_35.jpg,Patient_orig_35.jpg,,
51,fakefakefkafe,,B,40,340,,4,,Patient,1,flipped,,,,,,Base_flipped_40.jpg,Patient_flipped_40.jpg,,
,fakefakefkafe,,B,NA,344,,4,,Fixation,NA,,,,,,,,,,
52,fakefakefkafe,,B,20,348,,4,,Agent,0,orig,,,,,,Base_orig_20.jpg,Agent_orig_20.jpg,,
53,fakefakefkafe,,B,26,352,,4,,Agent,0,orig,,,,,,Base_orig_26.jpg,Agent_orig_26.jpg,,
,fakefakefkafe,,B,NA,356,,2,,Fixation,NA,,,,,,,,,,
54,fakefakefkafe,,B,4,358,,4,,Agent,1,flipped,,,,,,Base_flipped_4.jpg,Agent_flipped_4.jpg,,
55,fakefakefkafe,,B,37,362,,4,,Agent,0,orig,,,,,,Base_orig_37.jpg,Agent_orig_37.jpg,,
56,fakefakefkafe,,B,8,366,,4,,Patient,1,flipped,,,,,,Base_flipped_8.jpg,Patient_flipped_8.jpg,,
,fakefakefkafe,,B,NA,370,,4,,Fixation,NA,,,,,,,,,,
57,fakefakefkafe,,B,26,374,,4,,Agent,1,flipped,,,,,,Base_flipped_26.jpg,Agent_flipped_26.jpg,,
,fakefakefkafe,,B,NA,378,,2,,Fixation,NA,,,,,,,,,,
58,fakefakefkafe,,B,19,380,,4,,Patient,1,flipped,,,,,,Base_flipped_19.jpg,Patient_flipped_19.jpg,,
59,fakefakefkafe,,B,7,384,,4,,Agent,1,flipped,,,,,,Base_flipped_7.jpg,Agent_flipped_7.jpg,,
60,fakefakefkafe,,B,8,388,,4,,Agent,1,flipped,,,,,,Base_flipped_8.jpg,Agent_flipped_8.jpg,,
61,fakefakefkafe,,B,10,392,,4,,Agent,1,flipped,,,,,,Base_flipped_10.jpg,Agent_flipped_10.jpg,,
,fakefakefkafe,,B,NA,396,,2,,Fixation,NA,,,,,,,,,,
62,fakefakefkafe,,B,35,398,,4,,Agent,1,flipped,,,,,,Base_flipped_35.jpg,Agent_flipped_35.jpg,,
,fakefakefkafe,,B,NA,402,,2,,Fixation,NA,,,,,,,,,,
