Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,feedback_check4,,D,26,0,0.00180541002191603,10,9.99996651598485,Patient,1,flipped,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_flipped_26.jpg,Patient_flipped_26.jpg,Y,N
,feedback_check4,,D,NA,10,10.0037486299989,6,6.00122373300837,Fixation,NA,,NA,NA,NA,NA,NA,,,NA,NA
2,feedback_check4,,D,5,16,16.0059582259855,4,3.99559232604224,Agent,0,orig,Kyle Square is bouncing Zach Star.,Kyle,Square,Zach,Star,Base_orig_5.jpg,Agent_orig_5.jpg,,
3,feedback_check4,,D,19,20,20.0021911690128,4,3.99930477596354,Patient,1,flipped,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square,Base_flipped_19.jpg,Patient_flipped_19.jpg,,
,feedback_check4,,D,NA,24,,2,,Fixation,NA,,,,,,,,,,
4,feedback_check4,,D,4,26,,4,,Agent,0,orig,,,,,,Base_orig_4.jpg,Agent_orig_4.jpg,,
,feedback_check4,,D,NA,30,,4,,Fixation,NA,,,,,,,,,,
5,feedback_check4,,D,10,34,,4,,Agent,0,orig,,,,,,Base_orig_10.jpg,Agent_orig_10.jpg,,
,feedback_check4,,D,NA,38,,2,,Fixation,NA,,,,,,,,,,
6,feedback_check4,,D,19,40,,4,,Agent,0,orig,,,,,,Base_orig_19.jpg,Agent_orig_19.jpg,,
,feedback_check4,,D,NA,44,,2,,Fixation,NA,,,,,,,,,,
7,feedback_check4,,D,23,46,,4,,Patient,0,orig,,,,,,Base_orig_23.jpg,Patient_orig_23.jpg,,
,feedback_check4,,D,NA,50,,4,,Fixation,NA,,,,,,,,,,
8,feedback_check4,,D,19,54,,4,,Patient,0,orig,,,,,,Base_orig_19.jpg,Patient_orig_19.jpg,,
9,feedback_check4,,D,8,58,,4,,Agent,0,orig,,,,,,Base_orig_8.jpg,Agent_orig_8.jpg,,
10,feedback_check4,,D,41,62,,4,,Patient,1,flipped,,,,,,Base_flipped_41.jpg,Patient_flipped_41.jpg,,
11,feedback_check4,,D,4,66,,4,,Agent,1,flipped,,,,,,Base_flipped_4.jpg,Agent_flipped_4.jpg,,
,feedback_check4,,D,NA,70,,12,,Fixation,NA,,,,,,,,,,
12,feedback_check4,,D,40,82,,4,,Patient,0,orig,,,,,,Base_orig_40.jpg,Patient_orig_40.jpg,,
13,feedback_check4,,D,4,86,,4,,Patient,0,orig,,,,,,Base_orig_4.jpg,Patient_orig_4.jpg,,
,feedback_check4,,D,NA,90,,4,,Fixation,NA,,,,,,,,,,
14,feedback_check4,,D,10,94,,4,,Agent,1,flipped,,,,,,Base_flipped_10.jpg,Agent_flipped_10.jpg,,
15,feedback_check4,,D,22,98,,4,,Agent,1,flipped,,,,,,Base_flipped_22.jpg,Agent_flipped_22.jpg,,
16,feedback_check4,,D,23,102,,4,,Agent,1,flipped,,,,,,Base_flipped_23.jpg,Agent_flipped_23.jpg,,
,feedback_check4,,D,NA,106,,8,,Fixation,NA,,,,,,,,,,
17,feedback_check4,,D,25,114,,4,,Patient,0,orig,,,,,,Base_orig_25.jpg,Patient_orig_25.jpg,,
,feedback_check4,,D,NA,118,,4,,Fixation,NA,,,,,,,,,,
18,feedback_check4,,D,34,122,,4,,Agent,1,flipped,,,,,,Base_flipped_34.jpg,Agent_flipped_34.jpg,,
,feedback_check4,,D,NA,126,,2,,Fixation,NA,,,,,,,,,,
19,feedback_check4,,D,10,128,,4,,Patient,1,flipped,,,,,,Base_flipped_10.jpg,Patient_flipped_10.jpg,,
20,feedback_check4,,D,10,132,,4,,Patient,0,orig,,,,,,Base_orig_10.jpg,Patient_orig_10.jpg,,
21,feedback_check4,,D,20,136,,4,,Patient,1,flipped,,,,,,Base_flipped_20.jpg,Patient_flipped_20.jpg,,
,feedback_check4,,D,NA,140,,2,,Fixation,NA,,,,,,,,,,
22,feedback_check4,,D,22,142,,4,,Patient,0,orig,,,,,,Base_orig_22.jpg,Patient_orig_22.jpg,,
,feedback_check4,,D,NA,146,,2,,Fixation,NA,,,,,,,,,,
23,feedback_check4,,D,8,148,,4,,Patient,1,flipped,,,,,,Base_flipped_8.jpg,Patient_flipped_8.jpg,,
,feedback_check4,,D,NA,152,,8,,Fixation,NA,,,,,,,,,,
24,feedback_check4,,D,41,160,,4,,Patient,0,orig,,,,,,Base_orig_41.jpg,Patient_orig_41.jpg,,
25,feedback_check4,,D,34,164,,4,,Patient,0,orig,,,,,,Base_orig_34.jpg,Patient_orig_34.jpg,,
26,feedback_check4,,D,7,168,,4,,Patient,1,flipped,,,,,,Base_flipped_7.jpg,Patient_flipped_7.jpg,,
27,feedback_check4,,D,35,172,,4,,Agent,1,flipped,,,,,,Base_flipped_35.jpg,Agent_flipped_35.jpg,,
28,feedback_check4,,D,38,176,,4,,Agent,0,orig,,,,,,Base_orig_38.jpg,Agent_orig_38.jpg,,
,feedback_check4,,D,NA,180,,6,,Fixation,NA,,,,,,,,,,
29,feedback_check4,,D,23,186,,4,,Agent,0,orig,,,,,,Base_orig_23.jpg,Agent_orig_23.jpg,,
30,feedback_check4,,D,40,190,,4,,Patient,1,flipped,,,,,,Base_flipped_40.jpg,Patient_flipped_40.jpg,,
,feedback_check4,,D,NA,194,,4,,Fixation,NA,,,,,,,,,,
31,feedback_check4,,D,7,198,,4,,Agent,0,orig,,,,,,Base_orig_7.jpg,Agent_orig_7.jpg,,
,feedback_check4,,D,NA,202,,2,,Fixation,NA,,,,,,,,,,
32,feedback_check4,,D,5,204,,4,,Agent,1,flipped,,,,,,Base_flipped_5.jpg,Agent_flipped_5.jpg,,
33,feedback_check4,,D,22,208,,4,,Agent,0,orig,,,,,,Base_orig_22.jpg,Agent_orig_22.jpg,,
,feedback_check4,,D,NA,212,,6,,Fixation,NA,,,,,,,,,,
34,feedback_check4,,D,25,218,,4,,Patient,1,flipped,,,,,,Base_flipped_25.jpg,Patient_flipped_25.jpg,,
,feedback_check4,,D,NA,222,,6,,Fixation,NA,,,,,,,,,,
35,feedback_check4,,D,20,228,,10,,Patient,0,orig,,,,,,Base_orig_20.jpg,Patient_orig_20.jpg,,
36,feedback_check4,,D,8,238,,4,,Patient,0,orig,,,,,,Base_orig_8.jpg,Patient_orig_8.jpg,,
37,feedback_check4,,D,5,242,,4,,Patient,1,flipped,,,,,,Base_flipped_5.jpg,Patient_flipped_5.jpg,,
38,feedback_check4,,D,7,246,,4,,Agent,1,flipped,,,,,,Base_flipped_7.jpg,Agent_flipped_7.jpg,,
,feedback_check4,,D,NA,250,,4,,Fixation,NA,,,,,,,,,,
39,feedback_check4,,D,19,254,,4,,Agent,1,flipped,,,,,,Base_flipped_19.jpg,Agent_flipped_19.jpg,,
,feedback_check4,,D,NA,258,,2,,Fixation,NA,,,,,,,,,,
40,feedback_check4,,D,11,260,,4,,Patient,1,flipped,,,,,,Base_flipped_11.jpg,Patient_flipped_11.jpg,,
41,feedback_check4,,D,22,264,,4,,Patient,1,flipped,,,,,,Base_flipped_22.jpg,Patient_flipped_22.jpg,,
,feedback_check4,,D,NA,268,,2,,Fixation,NA,,,,,,,,,,
42,feedback_check4,,D,38,270,,4,,Patient,0,orig,,,,,,Base_orig_38.jpg,Patient_orig_38.jpg,,
,feedback_check4,,D,NA,274,,2,,Fixation,NA,,,,,,,,,,
43,feedback_check4,,D,41,276,,4,,Agent,1,flipped,,,,,,Base_flipped_41.jpg,Agent_flipped_41.jpg,,
44,feedback_check4,,D,34,280,,10,,Agent,0,orig,,,,,,Base_orig_34.jpg,Agent_orig_34.jpg,,
,feedback_check4,,D,NA,290,,2,,Fixation,NA,,,,,,,,,,
45,feedback_check4,,D,5,292,,4,,Patient,0,orig,,,,,,Base_orig_5.jpg,Patient_orig_5.jpg,,
46,feedback_check4,,D,20,296,,4,,Agent,1,flipped,,,,,,Base_flipped_20.jpg,Agent_flipped_20.jpg,,
47,feedback_check4,,D,35,300,,4,,Patient,1,flipped,,,,,,Base_flipped_35.jpg,Patient_flipped_35.jpg,,
48,feedback_check4,,D,35,304,,4,,Patient,0,orig,,,,,,Base_orig_35.jpg,Patient_orig_35.jpg,,
49,feedback_check4,,D,38,308,,4,,Agent,1,flipped,,,,,,Base_flipped_38.jpg,Agent_flipped_38.jpg,,
,feedback_check4,,D,NA,312,,6,,Fixation,NA,,,,,,,,,,
50,feedback_check4,,D,40,318,,10,,Agent,0,orig,,,,,,Base_orig_40.jpg,Agent_orig_40.jpg,,
,feedback_check4,,D,NA,328,,2,,Fixation,NA,,,,,,,,,,
51,feedback_check4,,D,26,330,,4,,Agent,0,orig,,,,,,Base_orig_26.jpg,Agent_orig_26.jpg,,
,feedback_check4,,D,NA,334,,2,,Fixation,NA,,,,,,,,,,
52,feedback_check4,,D,37,336,,4,,Patient,1,flipped,,,,,,Base_flipped_37.jpg,Patient_flipped_37.jpg,,
53,feedback_check4,,D,20,340,,4,,Agent,0,orig,,,,,,Base_orig_20.jpg,Agent_orig_20.jpg,,
,feedback_check4,,D,NA,344,,4,,Fixation,NA,,,,,,,,,,
54,feedback_check4,,D,37,348,,4,,Agent,1,flipped,,,,,,Base_flipped_37.jpg,Agent_flipped_37.jpg,,
55,feedback_check4,,D,26,352,,4,,Agent,1,flipped,,,,,,Base_flipped_26.jpg,Agent_flipped_26.jpg,,
,feedback_check4,,D,NA,356,,2,,Fixation,NA,,,,,,,,,,
56,feedback_check4,,D,37,358,,4,,Agent,0,orig,,,,,,Base_orig_37.jpg,Agent_orig_37.jpg,,
57,feedback_check4,,D,11,362,,4,,Agent,1,flipped,,,,,,Base_flipped_11.jpg,Agent_flipped_11.jpg,,
,feedback_check4,,D,NA,366,,4,,Fixation,NA,,,,,,,,,,
58,feedback_check4,,D,11,370,,4,,Agent,0,orig,,,,,,Base_orig_11.jpg,Agent_orig_11.jpg,,
,feedback_check4,,D,NA,374,,6,,Fixation,NA,,,,,,,,,,
59,feedback_check4,,D,41,380,,4,,Agent,0,orig,,,,,,Base_orig_41.jpg,Agent_orig_41.jpg,,
60,feedback_check4,,D,11,384,,4,,Patient,0,orig,,,,,,Base_orig_11.jpg,Patient_orig_11.jpg,,
,feedback_check4,,D,NA,388,,6,,Fixation,NA,,,,,,,,,,
61,feedback_check4,,D,37,394,,4,,Patient,0,orig,,,,,,Base_orig_37.jpg,Patient_orig_37.jpg,,
,feedback_check4,,D,NA,398,,4,,Fixation,NA,,,,,,,,,,
62,feedback_check4,,D,25,402,,4,,Agent,0,orig,,,,,,Base_orig_25.jpg,Agent_orig_25.jpg,,
