Trial,SubjID,Run,Order,ItemNumber,IntendedOnset,ActualOnset,IntendedDuration,ActualDuration,Condition,Flip,FlipMeaning,Sentence,AgentName,AgentShape,PatientName,PatientShape,BaseFilename,BlinkFilename,Response,Correct
1,response_check_4,,D,26,0,0.000466030003735796,10,10.0002395769989,Patient,1,passive,Zach Star is being shaken by Lily Triangle.,Lily,Triangle,Zach,Star,Base_passive_26.jpg,Patient_passive_26.jpg,No,No
,response_check_4,,D,NA,10,,6,,Fixation,NA,,,,,,,,,,
2,response_check_4,,D,5,16,,4,,Agent,0,active,,,,,,Base_active_5.jpg,Agent_active_5.jpg,,
3,response_check_4,,D,19,20,,4,,Patient,1,passive,,,,,,Base_passive_19.jpg,Patient_passive_19.jpg,,
,response_check_4,,D,NA,24,,2,,Fixation,NA,,,,,,,,,,
4,response_check_4,,D,4,26,,4,,Agent,0,active,,,,,,Base_active_4.jpg,Agent_active_4.jpg,,
,response_check_4,,D,NA,30,,4,,Fixation,NA,,,,,,,,,,
5,response_check_4,,D,10,34,,4,,Agent,0,active,,,,,,Base_active_10.jpg,Agent_active_10.jpg,,
,response_check_4,,D,NA,38,,2,,Fixation,NA,,,,,,,,,,
6,response_check_4,,D,19,40,,4,,Agent,0,active,,,,,,Base_active_19.jpg,Agent_active_19.jpg,,
,response_check_4,,D,NA,44,,2,,Fixation,NA,,,,,,,,,,
7,response_check_4,,D,23,46,,4,,Patient,0,active,,,,,,Base_active_23.jpg,Patient_active_23.jpg,,
,response_check_4,,D,NA,50,,4,,Fixation,NA,,,,,,,,,,
8,response_check_4,,D,19,54,,4,,Patient,0,active,,,,,,Base_active_19.jpg,Patient_active_19.jpg,,
9,response_check_4,,D,8,58,,4,,Agent,0,active,,,,,,Base_active_8.jpg,Agent_active_8.jpg,,
10,response_check_4,,D,41,62,,4,,Patient,1,passive,,,,,,Base_passive_41.jpg,Patient_passive_41.jpg,,
11,response_check_4,,D,4,66,,4,,Agent,1,passive,,,,,,Base_passive_4.jpg,Agent_passive_4.jpg,,
,response_check_4,,D,NA,70,,12,,Fixation,NA,,,,,,,,,,
12,response_check_4,,D,40,82,,4,,Patient,0,active,,,,,,Base_active_40.jpg,Patient_active_40.jpg,,
13,response_check_4,,D,4,86,,4,,Patient,0,active,,,,,,Base_active_4.jpg,Patient_active_4.jpg,,
,response_check_4,,D,NA,90,,4,,Fixation,NA,,,,,,,,,,
14,response_check_4,,D,10,94,,4,,Agent,1,passive,,,,,,Base_passive_10.jpg,Agent_passive_10.jpg,,
15,response_check_4,,D,22,98,,4,,Agent,1,passive,,,,,,Base_passive_22.jpg,Agent_passive_22.jpg,,
16,response_check_4,,D,23,102,,4,,Agent,1,passive,,,,,,Base_passive_23.jpg,Agent_passive_23.jpg,,
,response_check_4,,D,NA,106,,8,,Fixation,NA,,,,,,,,,,
17,response_check_4,,D,25,114,,4,,Patient,0,active,,,,,,Base_active_25.jpg,Patient_active_25.jpg,,
,response_check_4,,D,NA,118,,4,,Fixation,NA,,,,,,,,,,
18,response_check_4,,D,34,122,,4,,Agent,1,passive,,,,,,Base_passive_34.jpg,Agent_passive_34.jpg,,
,response_check_4,,D,NA,126,,2,,Fixation,NA,,,,,,,,,,
19,response_check_4,,D,10,128,,4,,Patient,1,passive,,,,,,Base_passive_10.jpg,Patient_passive_10.jpg,,
20,response_check_4,,D,10,132,,4,,Patient,0,active,,,,,,Base_active_10.jpg,Patient_active_10.jpg,,
21,response_check_4,,D,20,136,,4,,Patient,1,passive,,,,,,Base_passive_20.jpg,Patient_passive_20.jpg,,
,response_check_4,,D,NA,140,,2,,Fixation,NA,,,,,,,,,,
22,response_check_4,,D,22,142,,4,,Patient,0,active,,,,,,Base_active_22.jpg,Patient_active_22.jpg,,
,response_check_4,,D,NA,146,,2,,Fixation,NA,,,,,,,,,,
23,response_check_4,,D,8,148,,4,,Patient,1,passive,,,,,,Base_passive_8.jpg,Patient_passive_8.jpg,,
,response_check_4,,D,NA,152,,8,,Fixation,NA,,,,,,,,,,
24,response_check_4,,D,41,160,,4,,Patient,0,active,,,,,,Base_active_41.jpg,Patient_active_41.jpg,,
25,response_check_4,,D,34,164,,4,,Patient,0,active,,,,,,Base_active_34.jpg,Patient_active_34.jpg,,
26,response_check_4,,D,7,168,,4,,Patient,1,passive,,,,,,Base_passive_7.jpg,Patient_passive_7.jpg,,
27,response_check_4,,D,35,172,,4,,Agent,1,passive,,,,,,Base_passive_35.jpg,Agent_passive_35.jpg,,
28,response_check_4,,D,38,176,,4,,Agent,0,active,,,,,,Base_active_38.jpg,Agent_active_38.jpg,,
,response_check_4,,D,NA,180,,6,,Fixation,NA,,,,,,,,,,
29,response_check_4,,D,23,186,,4,,Agent,0,active,,,,,,Base_active_23.jpg,Agent_active_23.jpg,,
30,response_check_4,,D,40,190,,4,,Patient,1,passive,,,,,,Base_passive_40.jpg,Patient_passive_40.jpg,,
,response_check_4,,D,NA,194,,4,,Fixation,NA,,,,,,,,,,
31,response_check_4,,D,7,198,,4,,Agent,0,active,,,,,,Base_active_7.jpg,Agent_active_7.jpg,,
,response_check_4,,D,NA,202,,2,,Fixation,NA,,,,,,,,,,
32,response_check_4,,D,5,204,,4,,Agent,1,passive,,,,,,Base_passive_5.jpg,Agent_passive_5.jpg,,
33,response_check_4,,D,22,208,,4,,Agent,0,active,,,,,,Base_active_22.jpg,Agent_active_22.jpg,,
,response_check_4,,D,NA,212,,6,,Fixation,NA,,,,,,,,,,
34,response_check_4,,D,25,218,,4,,Patient,1,passive,,,,,,Base_passive_25.jpg,Patient_passive_25.jpg,,
,response_check_4,,D,NA,222,,6,,Fixation,NA,,,,,,,,,,
35,response_check_4,,D,20,228,,10,,Patient,0,active,,,,,,Base_active_20.jpg,Patient_active_20.jpg,,
36,response_check_4,,D,8,238,,4,,Patient,0,active,,,,,,Base_active_8.jpg,Patient_active_8.jpg,,
37,response_check_4,,D,5,242,,4,,Patient,1,passive,,,,,,Base_passive_5.jpg,Patient_passive_5.jpg,,
38,response_check_4,,D,7,246,,4,,Agent,1,passive,,,,,,Base_passive_7.jpg,Agent_passive_7.jpg,,
,response_check_4,,D,NA,250,,4,,Fixation,NA,,,,,,,,,,
